es,var,study,se,z,count,w
0.07,0.22,Bat??ry et al. 2008 unpubl.,0.469041576,0.149240501,14,0.071428571
0.9,0.2,Bat??ry et al. 2008 unpubl.,0.447213595,2.01246118,14,0.071428571
-0.4,0.2,Bat??ry et al. 2008 unpubl.,0.447213595,-0.894427191,14,0.071428571
-0.09,0.09,Ekroos et al. 2008,0.3,-0.3,4,0.25
0.34,0.09,Ekroos et al. 2008,0.3,1.133333333,4,0.25
1.03,0.5,Hutton & Giller 2003,0.707106781,1.456639969,2,0.5
0.38,0.14,Kleijn & van Zuijlen 2004,0.374165739,1.015592719,1,1
-0.07,0.1,Kleijn et al. 2004,0.316227766,-0.221359436,1,1
0.87,0.1,Kleijn et al. 2006,0.316227766,2.751181564,32,0.03125
0.53,0.1,Kleijn et al. 2006,0.316227766,1.67600716,32,0.03125
-0.25,0.1,Kleijn et al. 2006,0.316227766,-0.790569415,32,0.03125
0.52,0.1,Kleijn et al. 2006,0.316227766,1.644384383,32,0.03125
-0.21,0.1,Kleijn et al. 2006,0.316227766,-0.664078309,32,0.03125
0.22,0.1,Kleijn et al. 2006,0.316227766,0.695701085,32,0.03125
-0.45,0.1,Kohler et al. 2007,0.316227766,-1.423024947,4,0.25
0.06,0.13,Kohler et al. 2007,0.360555128,0.166410059,4,0.25
2.4,0.33,Kruess & Tscharntke 2002a,0.574456265,4.177863743,8,0.125
1.07,0.33,Kruess & Tscharntke 2002a,0.574456265,1.862630919,8,0.125
0.32,0.33,Kruess & Tscharntke 2002a,0.574456265,0.557048499,8,0.125
1.36,0.33,Kruess & Tscharntke 2002a,0.574456265,2.367456121,8,0.125
1.47,0.1,Marshall et al. 2006,0.316227766,4.64854816,2,0.5
1.56,0.1,Petersen et al. 2006,0.316227766,4.93315315,2,0.5
0.48,0.25,Sj<U+00F6>din et al. 2008,0.5,0.96,8,0.125
0.01,0.25,Sj<U+00F6>din et al. 2008,0.5,0.02,8,0.125
0.44,0.25,Sj<U+00F6>din et al. 2008,0.5,0.88,8,0.125
0.34,0.25,Sj<U+00F6>din et al. 2008,0.5,0.68,8,0.125
1.29,0.09,Verhulst et al. 2004,0.3,4.3,4,0.25
0.48,0.11,Verhulst et al. 2007,0.331662479,1.447254454,1,1
3.18,0.67,Yeast et al. 1997,0.818535277,3.884988331,4,0.25
1.67,0.67,Yeast et al. 1997,0.818535277,2.040229721,4,0.25
2,0.67,Yeast et al. 1997,0.818535277,2.443388887,4,0.25
-1.54,0.67,Yeast et al. 1997,0.818535277,-1.881409443,4,0.25
-0.320545409,0.012658228,Han et al. 2016,0.112508791,-2.849069898,6,0.166666667
0.255412812,0.012658228,Han et al. 2016,0.112508791,2.270158716,6,0.166666667
-0.151140436,0.012658228,Han et al. 2016,0.112508791,-1.343365571,6,0.166666667
0.503671887,0.002702703,Han et al. Unpublished I,0.051987527,9.688321655,8,0.125
0.154210913,0.003194888,Han et al. Unpublished I,0.05652334,2.728269634,8,0.125
-0.173726908,0.002702703,Han et al. Unpublished I,0.051987527,-3.341703613,8,0.125
0.019002287,0.003194888,Han et al. Unpublished I,0.05652334,0.336184785,8,0.125
0.237359351,0.001658375,Han et al. Unpublished II,0.040723151,5.828609701,8,0.125
0.132774772,0.001811594,Han et al. Unpublished II,0.042562824,3.119500988,8,0.125
-0.111459277,0.001451379,Han et al. Unpublished II,0.038096968,-2.925673137,8,0.125
-0.112471866,0.001642036,Han et al. Unpublished II,0.040522043,-2.77557242,8,0.125
0.100335348,0.025641026,Iserbyt et al. 2017,0.160128155,0.626594043,21,0.047619048
-0.040021354,0.024390244,Iserbyt et al. 2017,0.156173762,-0.256261701,21,0.047619048
-0.287682072,0.027777778,Iserbyt et al. 2017,0.166666667,-1.726092425,21,0.047619048
0.060072156,0.03030303,Iserbyt et al. 2017,0.174077655,0.345088265,21,0.047619048
-0.342828254,0.03030303,Iserbyt et al. 2017,0.174077655,-1.969398392,21,0.047619048
-0.376885901,0.03030303,Iserbyt et al. 2017,0.174077655,-2.16504468,21,0.047619048
-0.010000333,0.047619048,Kelleher et al. 2017,0.218217891,-0.045827283,3,0.333333333
0.758173745,0.047619048,Kelleher et al. 2017,0.218217891,3.474388562,3,0.333333333
0.331647109,0.047619048,Kelleher et al. 2017,0.218217891,1.519797975,3,0.333333333
-0.120581028,0.00135318,Moiron et al. Unpublished,0.036785595,-3.277941487,10,0.1
-0.020002667,0.00135318,Moiron et al. Unpublished,0.036785595,-0.543763585,10,0.1
-0.192337169,0.004901961,Niemela et al. Unpublished,0.070014006,-2.747124193,2,0.5
0.223656109,0.023809524,Royaute and Dochtermann 2017,0.154303351,1.449457242,8,0.125
0.255412812,0.02,Royaute and Dochtermann 2017,0.141421356,1.806041314,8,0.125
0.010000333,0.023809524,Royaute and Dochtermann 2017,0.154303351,0.064809565,8,0.125
0.411800034,0.02,Royaute and Dochtermann 2017,0.141421356,2.911865965,8,0.125
0.161386696,0.025641026,Royaute et al. 2015,0.160128155,1.007859586,6,0.166666667
0.13073985,0.025641026,Royaute et al. 2015,0.160128155,0.816470096,6,0.166666667
0.015001125,0.038461538,Wilson et al. 2011,0.196116134,0.07649103,20,0.05
0.242652949,0.038461538,Wilson et al. 2011,0.196116134,1.237292129,20,0.05
-0.963874235,0.038461538,Wilson et al. 2011,0.196116134,-4.914813562,20,0.05
0.457445576,0.038461538,Wilson et al. 2011,0.196116134,2.332523932,20,0.05
0.249022949,0.038461538,Wilson et al. 2011,0.196116134,1.269772884,20,0.05
0.707330294,0.038461538,Wilson et al. 2011,0.196116134,3.606690993,20,0.05
-0.213171347,0.038461538,Wilson et al. 2011,0.196116134,-1.086964865,20,0.05
0.63575171,0.038461538,Wilson et al. 2011,0.196116134,3.241710395,20,0.05
0.295293894,0.038461538,Wilson et al. 2011,0.196116134,1.505709337,20,0.05
-0.766688937,0.038461538,Wilson et al. 2011,0.196116134,-3.909361874,20,0.05
0.952693439,0.076923077,Wilson et al. 2013,0.277350098,3.434985042,9,0.111111111
0.52168571,0.076923077,Wilson et al. 2013,0.277350098,1.880964576,9,0.111111111
0.467281249,0.076923077,Wilson et al. 2013,0.277350098,1.684806502,9,0.111111111
0.560030416,0.076923077,Wilson et al. 2013,0.277350098,2.01921838,9,0.111111111
0.805319196,0.076923077,Wilson et al. 2013,0.277350098,2.903619653,9,0.111111111
0.909724507,0.076923077,Wilson et al. 2013,0.277350098,3.280058355,9,0.111111111
2.043878628,0.076923077,Wilson et al. 2013,0.277350098,7.36930919,9,0.111111111
0.522984278,0.076923077,Wilson et al. 2013,0.277350098,1.88564663,9,0.111111111
0.004000021,0.076923077,Wilson et al. 2013,0.277350098,0.014422281,9,0.111111111
-1.221173518,0.05,Bijlevelt et al. 2014,0.223606798,-5.461253997,2,0.5
-0.082184534,0.017241379,Guenther at al. 2014*,0.131306432,-0.625898769,9,0.111111111
-0.368866667,0.017241379,Guenther at al. 2014*,0.131306432,-2.809204867,9,0.111111111
0.019002287,0.017241379,Guenther at al. 2014*,0.131306432,0.144717108,9,0.111111111
0.459896681,0.028571429,Santostefano et al. 2016,0.169030852,2.720785436,6,0.166666667
0.223656109,0.028571429,Santostefano et al. 2016,0.169030852,1.323167375,6,0.166666667
0.171666664,0.028571429,Santostefano et al. 2016,0.169030852,1.015593673,6,0.166666667
0.102355961,0.006993007,Krams et al. Unpublished*,0.083624201,1.22399927,2,0.5
-0.084198409,0.006993007,Krams et al. Unpublished*,0.083624201,-1.006866528,2,0.5
-0.068105102,0.066666667,Kurvers et al. 2009*,0.25819889,-0.263769925,6,0.166666667
-0.113484684,0.066666667,Kurvers et al. 2009*,0.25819889,-0.43952429,6,0.166666667
-0.631377497,0.066666667,Kurvers et al. 2009*,0.25819889,-2.445314525,6,0.166666667
-0.096296554,0.066666667,Kurvers et al. 2009*,0.25819889,-0.372954949,6,0.166666667
0.334992946,0.066666667,Kurvers et al. 2009*,0.25819889,1.297422098,6,0.166666667
-0.059068603,0.066666667,Kurvers et al. 2009*,0.25819889,-0.228771715,6,0.166666667
-0.010000333,0.00135318,Moiron et al. Unpublished,0.036785595,-0.271854594,10,0.1
-0.070114671,0.00135318,Moiron et al. Unpublished,0.036785595,-1.906036072,10,0.1
-0.060072156,0.00135318,Moiron et al. Unpublished,0.036785595,-1.633034779,10,0.1
-0.110446916,0.00135318,Moiron et al. Unpublished,0.036785595,-3.002450171,10,0.1
0.010000333,0.00135318,Moiron et al. Unpublished,0.036785595,0.271854594,10,0.1
-0.080171325,0.00135318,Moiron et al. Unpublished,0.036785595,-2.179421727,10,0.1
-0.467281249,0.034482759,White et al. 2016,0.185695339,-2.516386523,6,0.166666667
0.33610983,0.034482759,White et al. 2016,0.185695339,1.810006818,6,0.166666667
0.326086553,0.034482759,White et al. 2016,0.185695339,1.75602982,6,0.166666667
0.202732554,0.034482759,White et al. 2016,0.185695339,1.091748209,6,0.166666667
-0.091252446,0.034482759,White et al. 2016,0.185695339,-0.491409458,6,0.166666667
0.403570654,0.034482759,White et al. 2016,0.185695339,2.173294471,6,0.166666667
0.100335348,0.002074689,Kluen et al. 2014,0.045548754,2.202812129,2,0.5
-0.031009936,0.001703578,Kluen et al. 2014,0.041274423,-0.751311192,2,0.5
-0.13073985,0.002212389,Santostefano et al. 2017,0.047036039,-2.779567577,2,0.5
0.309519604,0.002212389,Santostefano et al. 2017,0.047036039,6.580477611,2,0.5
-0.068105102,0.038461538,Wilson et al. 2011,0.196116134,-0.347269246,20,0.05
0.212125441,0.038461538,Wilson et al. 2011,0.196116134,1.081631769,20,0.05
-1.169151588,0.038461538,Wilson et al. 2011,0.196116134,-5.961526797,20,0.05
0.307323247,0.038461538,Wilson et al. 2011,0.196116134,1.567047243,20,0.05
-0.017001638,0.038461538,Wilson et al. 2011,0.196116134,-0.086691684,20,0.05
0.409443429,0.038461538,Wilson et al. 2011,0.196116134,2.087760047,20,0.05
-0.382642354,0.038461538,Wilson et al. 2011,0.196116134,-1.951100841,20,0.05
0.462352964,0.038461538,Wilson et al. 2011,0.196116134,2.3575468,20,0.05
0.506226677,0.038461538,Wilson et al. 2011,0.196116134,2.58125972,20,0.05
-0.725005088,0.038461538,Wilson et al. 2011,0.196116134,-3.696815113,20,0.05
-0.181982689,0.025641026,Iserbyt et al. 2017,0.160128155,-1.136481521,21,0.047619048
0.3884231,0.024390244,Iserbyt et al. 2017,0.156173762,2.487121361,21,0.047619048
-0.234189467,0.027777778,Iserbyt et al. 2017,0.166666667,-1.405136796,21,0.047619048
-0.050041729,0.03030303,Iserbyt et al. 2017,0.174077655,-0.287467849,21,0.047619048
0.181982689,0.03030303,Iserbyt et al. 2017,0.174077655,1.045410963,21,0.047619048
1.058267833,0.058823529,Boulton et al. 2015,0.242535624,4.363350071,4,0.25
0.403570654,0.058823529,Boulton et al. 2015,0.242535624,1.66396444,4,0.25
-0.210035,0.006493506,Dosmann et al. 2015,0.080582293,-2.606465903,6,0.166666667
-0.028007321,0.006493506,Dosmann et al. 2015,0.080582293,-0.347561727,6,0.166666667
-0.095287349,0.006493506,Dosmann et al. 2015,0.080582293,-1.182484949,6,0.166666667
0.040021354,0.024390244,Ferrari et al. 2013,0.156173762,0.256261701,6,0.166666667
0.080171325,0.024390244,Ferrari et al. 2013,0.156173762,0.513346953,6,0.166666667
-0.140925576,0.027027027,Ferrari et al. 2013,0.164398987,-0.857216814,6,0.166666667
0.677666068,0.026315789,Iserbyt et al. 2017,0.16222142,4.177414237,21,0.047619048
0.354092529,0.025,Iserbyt et al. 2017,0.158113883,2.239477788,21,0.047619048
0.255412812,0.028571429,Iserbyt et al. 2017,0.169030852,1.511042562,21,0.047619048
0.040021354,0.03030303,Iserbyt et al. 2017,0.174077655,0.229905176,21,0.047619048
-0.140925576,0.03030303,Iserbyt et al. 2017,0.174077655,-0.809555804,21,0.047619048
-0.060072156,0.03030303,Iserbyt et al. 2017,0.174077655,-0.345088265,21,0.047619048
0.005000042,0.025641026,Mutzel et al. 2011*,0.160128155,0.031225252,3,0.333333333
-0.062079626,0.017241379,Guenther at al. 2014*,0.131306432,-0.47278435,9,0.111111111
-1.013000009,0.017241379,Guenther at al. 2014*,0.131306432,-7.714778294,9,0.111111111
-0.470991401,0.017241379,Guenther at al. 2014*,0.131306432,-3.586963677,9,0.111111111
-0.126673217,0.021276596,Guenther and Trillmich 2013*,0.145864992,-0.868427818,8,0.125
0.497311288,0.021276596,Guenther and Trillmich 2013*,0.145864992,3.409394399,8,0.125
0.59014516,0.021276596,Guenther and Trillmich 2013*,0.145864992,4.045831357,8,0.125
0.320545409,0.021276596,Guenther and Trillmich 2013*,0.145864992,2.197548595,8,0.125
0.235245578,0.021276596,Guenther and Trillmich 2013*,0.145864992,1.612762419,8,0.125
0.185084885,0.021276596,Guenther and Trillmich 2013*,0.145864992,1.268878036,8,0.125
-0.83471571,0.021276596,Guenther and Trillmich 2013*,0.145864992,-5.722522563,8,0.125
-0.153187103,0.021276596,Guenther and Trillmich 2013*,0.145864992,-1.050197861,8,0.125
0.540015897,0.05,Careau 2017,0.223606798,2.415024509,4,0.25
0.72989319,0.05,Careau 2017,0.223606798,3.264181578,4,0.25
-0.041022997,0.003412969,Careau et al. 2015,0.058420621,-0.702200628,4,0.25
-0.178883953,0.016393443,Careau et al. 2015,0.128036881,-1.39712832,4,0.25
-0.143986873,0.004444444,Careau et al. 2015,0.066666663,-2.159803203,4,0.25
-0.327197097,0.016393443,Careau et al. 2015,0.128036881,-2.555490991,4,0.25
-0.693147181,0.0625,Gifford et al. 2014,0.25,-2.772588724,8,0.125
0.693147181,0.0625,Gifford et al. 2014,0.25,2.772588724,8,0.125
-0.435611223,0.0625,Gifford et al. 2014,0.25,-1.742444892,8,0.125
0.255412812,0.0625,Gifford et al. 2014,0.25,1.021651248,8,0.125
-0.329420529,0.006993007,Krams et al. 2017,0.083624201,-3.939296578,3,0.333333333
0.359757028,0.006993007,Krams et al. 2017,0.083624201,4.302068343,3,0.333333333
0.151140436,0.025641026,Royaute et al. 2015,0.160128155,0.943871714,6,0.166666667
0.020002667,0.025641026,Royaute et al. 2015,0.160128155,0.124916615,6,0.166666667
-0.039019791,0.047619048,Biro et al. 2016*,0.218217891,-0.178811145,5,0.2
0.283347036,0.047619048,Biro et al. 2016*,0.218217891,1.298459235,5,0.2
0.100335348,0.047619048,Biro et al. 2016*,0.218217891,0.459794325,5,0.2
-0.51521693,0.047619048,Biro et al. 2016*,0.218217891,-2.361020572,5,0.2
0.095287349,0.047619048,Biro et al. 2016*,0.218217891,0.436661488,5,0.2
0.494777456,0.017241379,Guenther at al. 2014*,0.131306432,3.768112877,9,0.111111111
0.266108407,0.017241379,Guenther at al. 2014*,0.131306432,2.026621268,9,0.111111111
0.113484684,0.017241379,Guenther at al. 2014*,0.131306432,0.864273612,9,0.111111111
0.875187127,0.004608295,Krams et al. 2014*,0.067884424,12.89231134,6,0.166666667
0.569510914,0.004608295,Krams et al. 2014*,0.067884424,8.389419572,6,0.166666667
0.77356905,0.004608295,Krams et al. 2014*,0.067884424,11.3953836,6,0.166666667
0.666995419,0.004608295,Krams et al. 2014*,0.067884424,9.825455992,6,0.166666667
-0.11,0.0036,Han et al. 2016,0.06,-1.833333333,6,0.166666667
-0.07,0.0036,Han et al. 2016,0.06,-1.166666667,6,0.166666667
0.01,0.0036,Han et al. 2016,0.06,0.166666667,6,0.166666667
0.19,0.0028,Han et al. Unpublished I,0.052915026,3.590662494,8,0.125
0.054,0.0036,Han et al. Unpublished I,0.06,0.9,8,0.125
0.115,0.0027,Han et al. Unpublished I,0.051961524,2.213176032,8,0.125
-0.01,0.0033,Han et al. Unpublished I,0.057445626,-0.174077656,8,0.125
0.007,0.0022,Han et al. Unpublished II,0.046904158,0.149240501,8,0.125
-0.119,0.0031,Han et al. Unpublished II,0.055677644,-2.137303094,8,0.125
-0.004,9.00E-04,Han et al. Unpublished II,0.03,-0.133333333,8,0.125
-0.111,0.0011,Han et al. Unpublished II,0.033166248,-3.346775925,8,0.125
0.11,0.0036,Iserbyt et al. 2017,0.06,1.833333333,21,0.047619048
-0.01,0.0031,Moiron et al. Unpublished,0.055677644,-0.179605302,10,0.1
-0.03,0.0026,Moiron et al. Unpublished,0.050990195,-0.588348405,10,0.1
0.07,0.0036,Niemela et al. Unpublished,0.06,1.166666667,2,0.5
-0.05,0.0067,Royaute and Dochtermann 2017,0.081853528,-0.610847222,8,0.125
0.03,0.0051,Royaute and Dochtermann 2017,0.071414284,0.420084025,8,0.125
0.01,0.0063,Royaute and Dochtermann 2017,0.079372539,0.125988158,8,0.125
0.09,0.0047,Royaute and Dochtermann 2017,0.068556546,1.312784923,8,0.125
0.05,0.0063,Royaute et al. 2015,0.079372539,0.629940788,6,0.166666667
-0.06,0.0059,Royaute et al. 2015,0.076811457,-0.781133466,6,0.166666667
0.05,0.0036,Santostefano et al. 2016,0.06,0.833333333,6,0.166666667
0.13,0.0036,Santostefano et al. 2016,0.06,2.166666667,6,0.166666667
0.06,0.0036,Santostefano et al. 2016,0.06,1,6,0.166666667
0.13,0.0406,Bijlevelt et al. 2014,0.201494417,0.645179167,2,0.5
-0.026,0.013,Boulton et al. 2015,0.114017543,-0.228035085,4,0.25
-0.052,0.013,Boulton et al. 2015,0.114017543,-0.45607017,4,0.25
-0.065,0.004,Dosmann et al. 2015,0.063245553,-1.02774024,6,0.166666667
-0.035,0.006,Dosmann et al. 2015,0.077459667,-0.451848057,6,0.166666667
0.046,0.006,Dosmann et al. 2015,0.077459667,0.593857446,6,0.166666667
0.27,0.036,Ferrari et al. 2013,0.18973666,1.423024947,6,0.166666667
0.15,0.039,Ferrari et al. 2013,0.197484177,0.759554525,6,0.166666667
0.04,0.03,Ferrari et al. 2013,0.173205081,0.230940108,6,0.166666667
0.02,0.023,Iserbyt et al. 2017,0.151657509,0.131876095,21,0.047619048
0,0.014,Iserbyt et al. 2017,0.118321596,0,21,0.047619048
-0.05,0.032,Iserbyt et al. 2017,0.178885438,-0.279508497,21,0.047619048
-0.042,0.011,Mutzel et al. 2011*,0.104880885,-0.400454287,3,0.333333333
0.047,0.013,Mutzel et al. 2011*,0.114017543,0.412217269,3,0.333333333
-0.324,0.012321,Careau 2017,0.111,-2.918918919,4,0.25
-0.056,0.015129,Careau 2017,0.123,-0.455284553,4,0.25
-0.15,0.0256,Gifford et al. 2014,0.16,-0.9375,8,0.125
-0.17,0.0256,Gifford et al. 2014,0.16,-1.0625,8,0.125
-0.17,0.0256,Gifford et al. 2014,0.16,-1.0625,8,0.125
-0.15,0.0256,Gifford et al. 2014,0.16,-0.9375,8,0.125
0.079,0.006889,Krams et al. 2017,0.083,0.951807229,3,0.333333333
-0.016,0.004624,Krams et al. 2014*,0.068,-0.235294118,6,0.166666667
0.178,0.004225,Krams et al. 2014*,0.065,2.738461538,6,0.166666667
0.373,0.701,Bean et al. (2002),0.837257428,0.445502169,1,1
0.604,0.012,Beck and Kitching (2007),0.109544512,5.513740412,1,1
-0.388,0.125,Berkstr<U+00F6>m et al. (2012),0.353553391,-1.097429724,2,0.5
-0.077,0.122,Berkstr<U+00F6>m et al. (2012),0.349284984,-0.220450359,2,0.5
0.856,0.039,Bonte et al. (2004),0.197484177,4.334524491,1,1
0.693,0.5,Boyes and Perrin (2009),0.707106781,0.980049999,1,1
-0.189,0.077,Boyles and Storm (2007),0.277488739,-0.681108722,1,1
0.06,0.021,Br<U+00E4>ndle and Brandl (2001),0.144913767,0.414039336,1,1
0.523,0.008,Br<U+00E4>ndle et al. (2002a),0.089442719,5.847317761,3,0.333333333
0.213,0.008,Br<U+00E4>ndle et al. (2002a),0.089442719,2.381412396,3,0.333333333
0.299,0.009,Br<U+00E4>ndle et al. (2002a),0.09486833,3.151736735,3,0.333333333
0.04,0.007,Br<U+00E4>ndle et al. (2002b),0.083666003,0.478091444,2,0.5
0.151,0.007,Br<U+00E4>ndle et al. (2002b),0.083666003,1.8047952,2,0.5
0.501,0.035,Briers (2003),0.187082869,2.677957644,1,1
1.705,1,Calosi et al. (2008),1,1.705,1,1
0.929,0.091,Calosi et al. (2010),0.301662063,3.079605012,1,1
0.613,0.041,Carrascal et al. (2008),0.202484567,3.027391214,1,1
0.063,0.022,Cowley et al. (2001a),0.14832397,0.424745913,1,1
0.296,0.044,Cowley et al. (2001b),0.20976177,1.411124632,1,1
0.019,0.032,Cruz et al. (2005),0.178885438,0.106213229,1,1
0.626,0.018,Dennis et al. (2005),0.134164079,4.665928513,1,1
1.26,0.01,Eeley and Foley (1999),0.1,12.6,2,0.5
0.757,0.01,Eeley and Foley (1999),0.1,7.57,2,0.5
0.265,0.111,Eterovick and Barros (2003),0.333166625,0.795397798,1,1
0.733,0.004,Fernandez and Vrba (2005),0.063245553,11.58974762,1,1
0.066,0.083,Fonseca et al. (2010),0.288097206,0.229089344,1,1
0.203,0.035,Forister et al. (2011),0.187082869,1.085080642,1,1
0.119,0.028,Frost et al. (2004),0.167332005,0.711161023,2,0.5
0.2,0.071,Frost et al. (2004),0.266458252,0.750586625,2,0.5
0.732,0.005,Garcia-Barros and Benito (2010),0.070710678,10.35204328,1,1
0.378,0.207,Goulson et al. (2008),0.454972527,0.830819396,1,1
-0.131,0.016,Gregory and Gaston (2000),0.126491106,-1.035645934,1,1
0.563,0.023,Harcourt et al. (2002),0.151657509,3.712312065,2,0.5
0.365,0.023,Harcourt et al. (2002),0.151657509,2.406738728,2,0.5
0.321,0.003,Harley et al. (2003),0.054772256,5.860631365,2,0.5
0.448,0.004,Hecnar (1999),0.063245553,7.083501959,1,1
0.348,0.016,Heino (2005),0.126491106,2.751181564,1,1
0.942,0.125,Hughes (2000),0.353553391,2.664378352,1,1
0.493,0.004,Hurlbert and White (2007),0.063245553,7.795014432,1,1
0.06,0.015,Jahner et al. (2011),0.122474487,0.489897949,1,1
1.182,0.027,Kolasa et al. (1998),0.164316767,7.193422922,1,1
0.49,0.004,Kotze et al. (2003),0.063245553,7.747580267,1,1
0.5,0.005,Krasnov et al. (2005),0.070710678,7.071067812,1,1
0.267,0.015,Lappalainen and Soininen (2006),0.122474487,2.180045871,1,1
1.616,0.2,Lehman (2004),0.447213595,3.613485852,1,1
0.59,0.021,Pyron (1999),0.144913767,4.0713868,1,1
-0.151,0.022,Reif et al. (2006),0.14832397,-1.018041792,1,1
0.646,0.077,Rickart et al. (2011),0.277488739,2.328022404,1,1
0.693,0.026,Siqueira et al. (2009),0.161245155,4.297803554,1,1
0.054,0.009,Symonds and Johnson (2006),0.09486833,0.569209979,2,0.5
0.755,0.009,Symonds and Johnson (2006),0.09486833,7.958398778,2,0.5
-0.121,0.071,Williams (2005),0.266458252,-0.454104908,1,1
-0.042,0.002,Baltzer et al. (2007),0.04472136,-0.939148551,1,1
0.618,0.001,Boulangeat et al. (2012),0.031622777,19.54287594,1,1
0.209,0.003,Burgman (1989),0.054772256,3.815800484,1,1
0.488,0.003,Callaghan and Ashton (2008),0.054772256,8.909620269,2,0.5
0.514,0.008,Callaghan and Ashton (2008),0.089442719,5.746694702,2,0.5
0.825,0.01,Essl et al. (2009),0.1,8.25,2,0.5
0.589,0.01,Essl et al. (2009),0.1,5.89,2,0.5
0.284,0.01,Heino and Soininen (2006),0.1,2.84,1,1
0.151,0.003,Kessler (2002),0.054772256,2.756870206,1,1
0.811,0.046,K<U+00F6>ckemann et al. (2009),0.214476106,3.781306997,1,1
0.809,0.015,Kolb et al. (2006),0.122474487,6.60545734,1,1
0.061,0.02,Luna and Moreno (2010),0.141421356,0.431335137,1,1
0.316,0.036,Luna et al. (2012),0.18973666,1.665466234,1,1
1.581,0.01,Pither (2003),0.1,15.81,1,1
0.223,0.016,Spitale  (2012),0.126491106,1.762969796,1,1
0.681,0.001,Thompson et al. (1998),0.031622777,21.53511087,1,1
0.288,0.019,Tsiftsis et al. (2008),0.137840488,2.0893716,1,1
0.017,0.016,Williams et al. (2010),0.126491106,0.134396801,1,1
0.709,0.035,Youssef et al. (2011),0.187082869,3.78976441,1,1
0.361,0.001,Harley et al. (2003),0.031622777,11.41582235,2,0.5
-0.329,0.005476,M<U+00F8>ller et al. (2010),0.074,-4.445945946,10,0.1
-0.036,0.023716,M<U+00F8>ller et al. (2010),0.154,-0.233766234,10,0.1
-0.078,0.054289,"unpubl., Lehikoinen et al. (2010)",0.233,-0.334763948,1,1
-0.166,0.022201,"unpubl, Dyrcz & Halupka (2009)*",0.149,-1.11409396,1,1
0.313,0.007569,"unpubl., Halupka et al. (2008)*",0.087,3.597701149,1,1
-0.39,0.043681,Schaefer et al. (2006),0.209,-1.866028708,1,1
-0.51,0.0484,Gullet et al. (2013),0.22,-2.318181818,1,1
0.08,0.103684,"unpubl., Lehikoinen et al. (2011)",0.322,0.248447205,3,0.333333333
0.371,0.028561,Weatherhead (2005),0.169,2.195266272,1,1
-0.486,0.030276,"unpubl., Torti & Dunn (2005). Dunn & M<U+00F8>ller (2014)*",0.174,-2.793103448,4,0.25
0.499,0.25,"unpubl., Drever & Clark (2007)",0.5,0.998,3,0.333333333
-0.128,0.011236,"unpubl., Lehikoinen et al. (2009)",0.106,-1.20754717,1,1
0.869,0.085849,"unpubl., Polish NCS",0.293,2.965870307,7,0.142857143
-0.076,0.268324,"unpubl., Torti & Dunn (2005). Dunn & M<U+00F8>ller (2014)*",0.518,-0.146718147,4,0.25
0.827,0.150544,"unpubl., Polish NCS",0.388,2.131443299,7,0.142857143
-0.213,0.157609,"unpubl., Polish NCS",0.397,-0.536523929,7,0.142857143
0.388,0.025281,"unpubl., A Dyrcz & L Halupka",0.159,2.440251572,1,1
0.604,0.062001,M<U+00F8>ller et al. (2010),0.249,2.425702811,10,0.1
0.147,0.120409,"unpubl., Potti (2009)",0.347,0.423631124,1,1
-0.097,0.021316,"unpubl., Blondel (1985)",0.146,-0.664383562,1,1
0.861,0.012769,M<U+00F8>ller et al. (2010),0.113,7.619469027,10,0.1
0.746,0.097344,"unpubl., Polish NCS",0.312,2.391025641,7,0.142857143
0.265,0.087616,"unpubl., Potti (2008)",0.296,0.89527027,1,1
0.034,0.151321,"unpubl., Torti & Dunn (2005), Dunn & M<U+00F8>ller (2014)*",0.389,0.087403599,3,0.333333333
0.185,0.007056,M<U+00F8>ller et al. (2010),0.084,2.202380952,10,0.1
-0.497,0.182329,"unpubl., Fletcher et al. (2013)",0.427,-1.163934426,1,1
-0.261,0.011881,"unpubl., Eeva et al. (2012)",0.109,-2.394495413,1,1
1.483,0.546121,"unpubl., Wright et al. (2009)",0.739,2.0067659,1,1
0.338,0.439569,"unpubl., Drever & Clark (2007)",0.663,0.509803922,3,0.333333333
-0.19,0.185761,"unpubl., Torti & Dunn (2005), Dunn & M<U+00F8>ller (2014)*",0.431,-0.440835267,3,0.333333333
0.475,0.227529,"unpubl., St<U+0119>pniewski (2012)*",0.477,0.995807128,1,1
0.573,0.097344,M<U+00F8>ller et al. (2010),0.312,1.836538462,10,0.1
0.649,0.0025,M<U+00F8>ller et al. (2010),0.05,12.98,10,0.1
0.763,0.006889,M<U+00F8>ller et al. (2010),0.083,9.192771084,10,0.1
0.321,0.141376,M<U+00F8>ller et al. (2010),0.376,0.853723404,10,0.1
0.411,0.1444,"unpubl., E. Belskii, Porkert et al. (2014)*",0.38,1.081578947,1,1
0.378,0.079524,"unpubl. S. Gashkov & B Kuranov, Kuranov (2009)*",0.282,1.340425532,1,1
0.282,0.106276,"unpubl., J. Porkert & J Zaj??c, Porkert et al. (2014)*",0.326,0.865030675,1,1
-0.199,0.045369,"unpubl., Weso<U+0142>owski & Maziarz (2009), Weso<U+0142>owski (1985)",0.213,-0.9342723,1,1
0.011,0.002401,M<U+00F8>ller et al. (2010),0.049,0.224489796,10,0.1
0.422,0.128881,"unpubl., Orell & Ojanen (1983), Vatka et al. (2011)",0.359,1.175487465,1,1
